article_year|article_month|horoscope|content
2021|12|牡羊座|12月會是非常忙碌的，而在你們的日程中也已經把旅行加入其中，新月日食發生在12月3日到4日，會讓牡羊必須出城去看看自己的家人或者是朋友。這次的新月因為帶著日食的關係，力量會是成倍的，而同樣它落在射手座的12度，暗示著你們將會有更加國際化的視野。如果本月你們沒有出行計劃，那可能需要招待一位說著方言的外籍高管，就某個特別項目開展討論。這次的日食落在火象射手座，和牡羊座十分搭，新月日食將會有能量安排好所有和九宮有關的事，比如旅行、國際關係、廣播出版新任務、法律行動、高等教育、獲得研究生學位等等。日食能將原來緊縮的大門打開，而旅行是最有可能發生的選項。可能還有牡羊座會與媒體接觸，比如和出版商面談。海王星和火星的夾角十分和諧，預示著你們的形象就擺在那兒，讓全世界看見。相反，如果你們是記者或者電視製片，可能會得到一個夢寐以求的任務。食相期間的進展對於長遠未來都是重要的，因此讓一切發生，全力以赴相應的會面和任務。對於在校或者在讀研究生的牡羊座，你們正在做出重大的進步，如果有考試或者論文安排，會有好於預期的結果。12月3日至4日的日食讓你們進入一個全新領域，只要刻苦努力，你們都將看到自己的名聲遠播。12月18日，滿月會進入另一個和牡羊座融洽的星座：雙子座。再次，你們會有出行可能。不過這次是短途的，滿月會帶來快樂，因為木星和太陽有和諧的相位，屆時朋友們會圍繞著你度過這個聖誕季。18日至19日的週末會是本月最佳。代表魅力和吸引力的金星會在12月19日開始逆行直到1月29日結束，所以暫緩所有美容項目，在月初就計劃好新年的裝扮，越早越好。新年前夜會充滿驚喜，感謝天王星和太陽的三分相，無論你們抱有怎麼樣的期待，實際發生的都會好上加好。而因為很多星星聚集在代表名譽和榮耀的十宮，會有老闆邀請你和你的伙伴出去喝一杯，或者去他家共進晚餐，所以在新年鐘聲敲響前，讓一切慢下來！未來的2022年對於牡羊座來說將會是非常具有里程碑意義的一年，5月份代表幸運的木星將會來到牡羊座，這是12年來頭一次！這催促著你們即將到來的一年會是人生當中非常重要和美好的一年！準備好你們的香檳，為這無與倫比的一年干杯吧！！
2021|12|獅子座|前方有美好神聖的一個月，它將充滿靈感、歡樂和幸福。儘管11月對你來說可能很艱難（對每個人來說似乎都很有壓力），12月將截然不同——它會是一年中你最喜歡的月份之一。12月3日至4日，你將迎來一次非常友好的新月日食，它將發生在射手座也就是你的第五宮真愛宮。與這次日食同時出現的還有你的守護星太陽和水星，它們帶來了新聞消息、通訊、旅行。到12月13日，代表行動的火星也將進入你的真愛宮。這是個好消息——把火星想像成你用來烹飪的燃氣。現在，火星位於你的真愛宮，伴隨著新月日食，你的社交生活會變成近年來最活躍的狀態。所有這些行星都會聚集在一起，確保你擁有快樂的假期。這個月的晚些時候會充滿愛和快樂，在12月18日雙子座滿月的前後五天你會參加某個活動。看起來可能會有兩項活動，當有雙子座在場的時候事件總是成雙出現。你可能攜伴同遊，因為你的伴侶會非常樂意與你同行，這會讓你更加開心。或者，本月你日程上的活動之一可能是為朋友和家人舉辦的聚會。如果是這樣的話，選擇12月17日星期五或12月18日星期六——任何一天都會非常神奇。木星會很活躍，你的伴侶會在很多方面表現出他或她對你的愛。代表愛的金星將從12月19日至1月29日逆行。如果你想要在聖誕節訂婚，建議在月初進行，避開逆行的時間——新月會促使你在12月3-4日之後就行動。最後，12月28日，木星將進入雙魚座，這是十二年來的第一次。木星將停留數月，幾乎確保2022年你擁有炫目的財務前景。
2021|12|射手座|這是個非常適合結束一年的月份。三顆星星聚集在射手座裡，水星，太陽，12月3日／4日的新月日食。而且能量之星火星也會在12月13日進入射手座，幾乎整個一月份都待在這裡，為你的星星勢力再加一筆。火星位於某個星座裡向來被視為一種優勢，因為它會提供額外的勇氣，自信和動力。這個月就是你的月份，因為12月18日的滿月是漫溢著快樂和青睞的。這次雙子座的滿月會點亮你的承諾和婚姻宮，所以你可能會在這次滿月的魔力光芒下訂婚或結婚。或者如果你已經結婚了，你可以對你的伴侶，針對你們可以一起努力的目標，做出承諾。一想到要實現你們的夢想，你就會非常興奮，因為你知道這個目標是觸手可得的。這個月還有一件里程碑事件會發生，那就是好運的木星會在12月28日進入雙魚座，你的家庭第四宮。有一點要注意：木星會在水象星座的雙魚座。因為木星會擴張一切它碰觸的事情，木星在雙魚座可能會想要將水帶進你的家，尤其是海王星也在你的家庭宮裡（海王星掌管水）。為了預防任何可能發生的與水有關的問題，一定更要在租賃或房產保險上加入水災損害。你可能需要重新考慮要不要住在海邊的房子裡，如果那個區域經常被風暴襲擊的話。一個優點，2022年你會擁有最佳買賣租賃房屋的時機。儘管你很可能會花上比預期更多一點的時間（要怪就怪木星），但你收穫的價值會超過你多付出的部分。如果你在出售房產，你很可能會賣出高於預期的價格。2022年也會是給家裡翻修，刷新，維修或裝修的完美時間。你可能想要雇傭一個景觀師來設計房子周邊的景色，設計出不需要你擁有專業技能，就能全年展現繁榮茂盛的景觀，讓你的房子更美麗也更引人注目。未來幾個月，你的家就是金錢流入的地方，所以你可能會將鄉下的房子租給網上來的旅行者，或買一個多戶住宅，這樣你就可以租給租客了。你也許應該將你鄉下的房子放出去給採景人員看看，也許有電影可以用。有很多可能性。當你想到2022年，就要讓你的思緒偏向房產方向，因為那是你黃金般好運的所在。新年前夜將行運月亮帶到了射手座裡，所以你會非常好運，要說出來新的一年裡你想在哪方面做出點名堂。這一年你可以按自己的來，異國海邊的優雅晚餐，或是家裡的雙人私密燭光玫瑰餐桌。這一年，你的心之所向會勝出。
2021|12|雙魚座|在經歷了艱澀的11月之後，你可能很想知道12月會發生什麼——放寬心！接下來的一個月正好相反，這個光輝絢麗的月份為2021年錦上添花，並展示了未來升騰的盛景。月初，即12月3-4日的新月日食（具體哪天取決於你所處的時區）落入射手座，為代表專業、榮譽、獎賞和成就的第10宮注入能量。事業宮已經有相當一段時間沒有過這麼強力的星象了，勢必會發生一些令人興奮的事情。新月能量總是很強大，加之日食彷彿是又打了一針興奮劑。土星將給新月送去溫暖、舒適和穩定的能量。你可能會因為最近取得的一項成就而備受公眾關注，這是你做夢也想不到的；也可能是得到晉升或是得到一份能獲得聲望的新工作，這些都在證明雙魚座正在冉冉升起。專業性事務＆問題仍是本月關注焦點，整個1月你也備受矚目。精力充沛的火星將在12月13日進入日食落入的區域（即雙魚日座第10宮）且持續到2022年1月25日。這是兩年來，火星第一次助你前行——這個月你會注意到不同。此外，12月3-4日落入射手座的新月日食會帶來長期的影響，所以日食將在接下來的6個月裡持續發揮光熱。你正在經歷一場激動人心的職場大冒險。本月除了職場喜訊頻傳，你還能為兼顧家庭騰出更多時間。12月18日的滿月，你會想起你愛的人們，而後為聖誕節和年終假期積極準備。本次滿月非常友好，因為幸運之神木星將與之成吉相位，這意味著與家庭、居所、其他資產或家庭相關的重要事宜發展到了至關重要的節點，並最終等來了好消息。12月28日，代表幸運和饋贈的木星進入雙魚座，該行運使2022年成為近十年對你來說最好的一年。事實上，今年可能是你一生中最佳幸運年。明年你啟動的投資將會成為一生的經濟依靠，並且會在未來10年甚至更長的時間內帶來紅利。2022年，在致富方面，你的表現相當出色。單身的雙魚座可能會遇到真愛，已經找到合適人選的，則會在一起度過更多甜蜜美好的難忘時光。2022年，你還有可能出國旅行，這也是木星為你準備的眾多厚禮之一。說你是2022年宇宙的寵兒都不為過，不管怎樣，群星為你送上祝福和庇佑。2月和3月最為特別。這將是最重要的一年，親愛的雙魚座，因為你將在2022年擔任重要角色，無論是個人還是事業方面。
2021|12|巨蟹座|辦公室裡的工作可不少，別小瞧了12月！恰恰相反，新業務降臨，某位新下屬／同事及時出現，並將成為團隊中不可或缺的一部分。12月3/4日（依所在時區而定）的射手座新月日食是新任務產生的誘因，巨蟹非常開心接觸到該項目，並將帶領團隊成功完成這部分工作。12月3日-4日，太陽、新月和水星聚集在巨蟹的第六宮，火星13日也將加入這一陣營，帶來更高的強度和更強的緊迫感。2022年1月24日火星離開之前，巨蟹可能無法看到事情的進展，建議你調整節奏，以免缺乏動力、心態失衡，或者壓力過大導致免疫力下降，患上流感或感冒。12月18日的滿月，發生在巨蟹的隱秘宮，注意，社交日程不要超載。此時對巨蟹而言最適合的是待在家中舒服窩著。木星也於這時與太陽聯合，滿月後5天內，巨蟹將獲得一筆佣金或獎勵。本月初做的所有努力都將引起高層的注意，巨蟹無私的奉獻精神和優異表現將為這個12月或明年2月打下「獎金」的基礎。如果需要雇傭家庭保姆，看能否找到假期兼職打工的大學生來為母親打打下手，比如照看孩子、跑跑腿兒。6月21-23日出生的巨蟹，將於12月18日直接感受大搜滿月的能量。不過，所有巨蟹座都無法忽視滿月的影響，並且需要尋求幫助。在這個重要的12月，象徵恩賜和幸運的木星將於12月28日進入雙魚，且2022年大部分時間都停留在這裡。這對巨蟹而言是好事，雙魚與巨蟹同為水象星座，在雙魚宮內，將為巨蟹提供非常高效的時機。異國或外國人將成為這期間的重要因素，巨蟹與客戶和商機的關係也更加和諧與順利。木星將讓巨蟹擁有更豐富的旅行體驗，接觸到更奢侈的住宿，品味到更優質的美酒佳餚。哪怕只是商務出差，巨蟹也可以將公事娛樂兩不誤（但是，截止目前，新冠似乎又發現了更強大更危險的變異毒株，大家還是等等再買票旅行吧！）。這是木星10幾年來第一次造訪雙魚，還可能帶來其他方面的福利，比如廣播、出版等，還將對巨蟹的工作進行非常有利的宣傳。親愛的巨蟹，你經歷了很多生活的考驗，但最終，一切都會朝對你有利的方向發展。2022年，巨蟹將有諸多好事值得期待！
2021|12|天蠍座|假期來了，你的消費比平時更多。雖然大家都花費不少，但是你可能更加擔心這方面，信用卡的欠款也突破新高。你似乎心裡有一個目標，想要盡快存錢實現它。你已經做得很好了，不要太苛扣自己，有時也要花錢享受生活。本月非常幸運，因為12月3-4日，新月日食發生在你的第二宮收入宮，可能會帶來加薪、分紅或者高薪的新工作。如果你是個體經營者，生意將一帆風順，所需的貨物都有庫存（畢竟其他人都在面臨供應不足的問題）。如果你從事服務業，你能夠將人員安排妥當以應對龐大的人流量，如果你需要更多員工，將迎來絡繹不絕的應徵者。簡直是好運滿滿。12月3-4日，土星與新月日食呈吉相，釋放出財務穩定的信號。這個情況在你的星盤中有所體現，所以如果12月初你的財務增長不是來自於工作單位，那麼可能會來自於你的父母。12月18日的滿月發生在雙子座，前後五天你可能會做出有關財務的決定、採購或得到獎勵，被驚訝到的一個大狀態。你將獲得年終獎，或者通過判決、協商得到大額財產分配。木星與滿月呈吉相，說明家人們會帶給你一份大禮，或者在房產方面大賺一筆。這一年，家人們會送給你禮物、支票、現金，心懷感恩地接受吧。如果你已經申請了抵押貸款、創業貸款、風險投資或者獎助學金，那麼12月18日滿月你會收到好消息。此滿月位於雙子座，包含雙重能量，所以滿月前後五天你可能會獲得多方面的財務支援。明年對你來說很棒。12月28日，木星進入同為水象星座的雙魚座，點亮你的第五宮真愛宮。如果你是單身者，宇宙頭彩降臨於你，因為2022年是絕佳機會遇到你的真愛。如果你的戀情穩定或已經結婚，2022年將是製造浪漫且記憶深刻的一年。出國旅行是個不錯的想法，在合適的時間同遊出行享受二人世界多麼美妙，3月和12月都不錯。如果你們一直想要個寶寶，木星在此領域運行將給你帶來百分百的好運。2月開始嘗試，尤其是2月底和3月初能量強大。2022年有太多值得期待了！
2021|11|雙子座|宇宙風暴正在襲來，所以不要把你的日程安排得過滿，因為你需要靈活運用你的時間。你需要把注意力集中在你的健康和日常的辦公生活上。如果你沒有工作，你可能會花時間尋找類似你過去所做的那種工作。11月4日的新月受到不可預知的天王星的圍攻。你可能對一些事情毫無察覺。也許你忽略了這些信號，或者信息被隱瞞了。無論它是如何發生的，這個新月將以巨大的速度和力量把信息帶到表面。由於天王星與太陽和新月緊密對沖，這些消息似乎會來得很意外。被稱為偉大喚醒者的天王星將在本月猛然地現身，糾正一個已經持續了很久都沒有解決的情況，比如你工作中一個值得信賴但令人失望的下屬，或者家裡的一個重要幫手會突然宣布離開（這樣就不用你來叫他／她走了），或者你可能發現關於這個人的行為的麻煩消息，被迫要求這個人離開。另外，你可能會聽到來自總公司的消息，讓你感到震驚。太陽會首當其沖地感受到天王星的影響，太陽在你的太陽星盤中守護著你的溝通技巧，主要與寫作或演講有關。某個長期的機會可能會結束，但因為宇宙不能容忍真空出現，你很快就會找到另一個工作來填補這個空白。月亮掌管你的收入，所以你可能會失去一個收入來源，但不要擔心——你的財務前景依然強勁有力。在所有的行星中，海王星是本月對你最愉快和最有幫助的，因為這顆充滿想像力的行星會直接向太陽和新月發出一道銀色的光束，刺激你的創造力，讓你繼續足智多謀。11月12日，太陽和海王星將會同步，給你帶來一些緩解。除了太陽，天蠍座（新月將出現的地方）的守護星冥王星也將支持海王星，進一步證明你在行業中的名聲將走高。我看到你暫時承擔的額外責任可能與工作中的某個團隊成員或家裡的某個助理的離開有關。你將不得不承擔他們的工作，直到你能找到一個替代者。雖然你可能對這些不同的挑戰感到很惱火，但你會勝利倖存的。11月的行動停不下來的，11月19日，我們將迎來金牛座的月食，在你的第十二宮，是代表秘密、隱藏事物和機密事務的地方。月食是超級強大的滿月。同樣，那些被隱瞞的信息（無論是否是故意隱瞞的）會突然迸發出來。食相總是匆匆忙忙地以全面披露的方式照亮真相。金星，位於你代表他人錢財的第八宮，將收到天王星的友好振動，所以你可能會收到一筆豐厚的錢，來得很意外，要麼是一筆意外之財，要麼是新的業務，會給你帶來豐厚的回報。
2021|11|天秤座|你可能會一門心思去支付帳單，很可能是因為11月4日的天蠍座新月發生後不久就將意外出現一系列新的支出。代表瞬間意外的天王星將面對太陽和新月，形成一個強大的對沖相位，增加整體的緊張氣氛。天王星帶來的財務消息在這個月是不受待見的。每個星座的人都會感受到空氣中的緊張因子，所以明智的做法是牢記這一點，因為你可能會發現你所交往的人會有點脆弱。你要友善、溫柔，暫時不要說出任何你想說的批評。另外也有可能是別人欠你錢，而你賴以生存的這份收入不會再出現，不僅現在不會出現，可能永遠都不會再出現。這種消息可能是可怕的打擊，你一定要想清楚自己最後該怎麼做。本月大部分時間裡，宇宙將繼續為財務問題而鼓譟，11月19日的金牛座滿月月食將再次讓財務問題引人注目。這次月食可能標誌著某種收入來源的終結。如果是這樣，不要擔心——很快就會有另一個收入來源的開始。現在你可能會聽到你的銀行貸款或抵押貸款申請被批准，或將最終敲定財產分割的談判。月食通常會在你的時間線上標記出情緒化的時候，但請保持冷靜。海王星所在的宮位及其對你薪水宮的良好態度強調了你會因為你解決問題的獨特方式以及與他人的合作方式而在辦公室備受尊重。你們作為天秤座，生活中體驗到的快樂通常來自於你們活躍的社交生活，以及和孩子的相處。如果要尋覓愛情，那麼天秤座仍然是所有星座中最有可能找到屬於他們的北極星——命中註定的那一個。施予好運的木星位於你掌管愛情、孩子、樂趣、休閒和創意表達的第五宮，並將在這裡停留到下個月12月28日，然後再繼續前進。木星幾乎一整年都在你的第五宮，但如果你還沒有找到愛情，你還有11月和12月來致力於這個目標。幸運的是，12月是一年中的快樂時光——你和其他人都會更加放鬆、開放和快樂——社交也會變得更容易。保持一個良好的精神狀態。丘比特知道你渴望愛情，它會幫你找到你想要的愛，而且會是最持久、最真誠的那種。儘管如此，你還是要做好自己該做的那部份，敞開心扉去迎接他人。你可能覺得自己確切知道想要的伴侶類型，但愛情是意外的，往往是令人愉悅而難以預料的——你在未來幾週愛上的那個人可能會令你很驚訝。你只管享受這個過程就好了。
2021|11|水瓶座|本月，你的主星天王星有些「橫衝直撞」，意料之外的消息隨處可見，所以你不得不保持警惕，謹言慎行。11月4日的天蠍座新月發生之後，你就會感受到事業方面所受的影響。在這之後的10天內出現的信息都值得注意。工作上，管理層可能會發布一則出你意料的公告，讓團隊中的每個人都想知道這則公告的意義所在。也許你不得不考慮是繼續待在現在的公司還是出去尋找新的機會，並很可能因此搬到離家很遠的地方去。或者，你會得到一個非常好的機會，但是卻因為家裡發生的事情而糾結不已。（考慮的）時間告急。天王星與太陽、新月的精確對沖會讓所有人都因為一些突發事件而感到衝擊。如果你沒有搬家的計劃，可以關注下房子或直系親屬的狀況。保持警惕。此外，如果有人固執地阻擋你的路，你可能會拿起法律的武器做抗爭。11月19日金牛座滿月會讓你最終決定自己的生活方式及居住位置。食相發生期間，你的日程會發生根本性的變化，之前的計劃和打算很快會被新的替代。是時候擁抱全新的生活了。但是，你可能不會馬上做出一些實際變化，而是要等到2022年5月15日的那個天蠍座新月。木星會在12月28日離開水瓶座，去到雙魚座。當它進入雙魚座的時候，你會賺到很多錢財，擁有更多的財富也會給你更多激動人心的選擇。如果要像某位重要人士展示你的想法或提案，可以安排在12月上半月，在木星離開水瓶之前。我發誓，12月是充滿歡樂的月份，一點也不像11月。本月並沒有非常值得慶祝的日子，所以親愛的瓶子，要堅定信念！所有人都會身處此景，但我們都會迎來12月，迎來歡樂的假期。
2021|11|金牛座|一段親密關係可能會突然變得很不穩定，對方可能是你的事業合作夥伴、你聘用的專家、一個穩定的愛人或者你的伴侶。繫好安全帶，11月4日新月出現在天蠍座之後，以及新月出現後的10天之內，事情可能會失控。突然間，你可能會遇到突發狀況，這個狀況和自己親近的人有關，你需要對此做出決定。你無法完全控制局面，因為現在火星在你的對宮星座天蠍座，這是近兩年來火星第一次到達天蠍座。火星在10月30日首次進入你的對宮星座，會在12月13日離開。如果你的合作夥伴或者感情伴侶沒有做出重大聲明，沒有奇怪的行為，也沒有無意中透露一些你不知道且令人不快的事情讓你感到震驚，那麼反過來，可能你是那個讓另一半震驚的人。如果有人包圍了你，限制了你成長，或者阻止你變得更加獨立，那麼你會走出舒適區，反抗這個人，反抗這種情況，做出其他安排。你可能從來沒有像現在這樣強烈地堅持自由、堅持獨立。作為金牛座，通常你不會有叛逆、反叛的傾向，但你會處理一些無法預料的狀況和信息，這些事情可能直到現在還沒有浮出水面。你需要用金牛座的典型手法來規劃自己的出逃，你要慢下來，條理分明地做計劃。毫無疑問，最近幾個月，你已經開始做這件事了。接下來，11月19日，滿月月食會出現在金牛座。和11月4日的新月相反，新月將所有的重點放在另一方身上，而這次滿月會讓你考慮自己的需求。你可能會在滿月月食出現的當天或者滿月月食後的七天之內，宣布一個重大決定。11月19日滿月出現的同時，冥王星表明你可能會獲得一個出版相關的機會或任務，這件事可能需要你到距離很遠的地方去。在過去一年裡，幾乎所有的工作機會都讓人很興奮。你要注意相關的條款和條件。你的計劃一定是無懈可擊的，你的目標也非常明確：你要為自己翻開人生新的一頁。食相加速了日程進度，所以變化比你想像中來得還要快。如果你出生在5月18日及前後5天之內，這次滿月食相對你的影響會尤其強烈。在這次食相當中，天王星會和火星形成對分相位。火星是天蠍座的兩個守護星之一。這個相位會點燃愛情之火，如果你出生在5月18日或前後5天內，你會收到加倍的影響。你的事業進展順利，在木星豐盛的眷顧和保護下繼續前進。木星是大吉星，會在12月28日離開你的第十宮，第十宮掌管榮譽、獎勵和成就，而且他在12年之後才會再次歸來。土星會在2023年3月離開第十宮，但就在同一個月份，冥王星會來到第十宮，他會給你帶來一個特殊的機會。在即將到來的2022年，你會承擔很大的責任，但是，如果你和紀律嚴明的土星共事，你能夠展示很多自己努力的成果。土星在他離開的時候會給你留下禮物，2023年3月，他會給你獎勵，作為你接下他嚴格任務的獎賞。2023年3月，你會做好準備迎接冥王星可能帶給你的機會。成果相當可觀。
2021|11|處女座|你一直很忙，可能渴望旅行，但這個月各類旅行容易有坑，你可能出發去離家200英里之內的地方短途出行，聽著簡單，但11月模糊不清的氣氛裡，什麼事也不像乍一看那麼簡單。11月4日的天蠍座新月開始強調出行，你可能計劃在新月後不久去探視兄弟姐妹或表親。或者，你準備與客戶簽訂合約，需要出行面見客戶。就算你的工作主要就是談合約，但這次不容易完成，會考驗你的智謀、靈活和變通。你需要拿出一流的工作表現，證明你的手腕和技巧。為了得到最好的結果，11月末之前最好不要計劃簽約，等到11月末，太陽和土星呈吉相，支持一個長期、和諧、大賺的結果。11月4日新月的問題主要是天王星，不可預測之星，與太陽和新月相位緊張，在出行和談判中創造障礙。新月發生在你星盤第三宮合約宮，你發現很難達成合意——有些你想不到的東西。天王星是你星盤第六宮工作宮主星，還掌管你的下屬、團隊成員，你使用的設備，你的工作場所。天王星對沖太陽和柔軟的新月，幾乎一定會出現需要你關注的事情。你無法預見這個情況的發生，像是憑空出現的。可能客戶在項目上又提出新的方向，可能關鍵的團隊成員宣布離職，或你遇到了計算機問題，這類你特別不想發生的事。這個月每個人都遇到類似的情況，包括老闆和客戶，每個星座的每個人都會感受到11月的瘋狂氣氛。如果可以將重要的談判或發布推遲到12月，值得考慮。兩週後，11月19日，滿月月食發生在金牛座，帶來另一次出行機會，只是這次遠一些。如果不是出行，可能和海外人士共事，得到拓展的經歷和經驗。如果你現在本科或研究生在讀，可能有測試資質的重要考試，你必須學習很多很多考試材料，因為這次考試可能有些超綱。月食的能量相當於幾個滿月合體，往往帶來令你長久銘記的生活變化。月食發生的金牛座與處女座非常和諧，但因為天王星仍然活躍，11月17日對沖火星（11月19日月食時火天沖依然強勁），如果有人試圖約束你的活動，試圖限制你的追求，妨礙你去探索新途徑和新安排，你會變得叛逆——可能誰也想不到你居然可以這麼叛逆。月食前後的日子強調旅行、國際關係、事業方向、法律或媒體事務，加上火星在你星盤第三宮，如果你在銷售領域，可能一整個月都在談判，發現客戶頑固、很難簽約。11月19日的月食前後，可能有些事情得到結論和結束，為一些新東西騰出空間，你要有耐心。我向你保證，12月是非常快樂的月份，不會像11月這樣來回來去的沮喪。在日曆上圈出11月30日，度過一個浪漫又迷人的夜晚。
2021|11|摩羯座|你需要以及想要做的和你能有條件去做的事似乎是矛盾的。11月4日的新月將清楚地顯示出你所處的狀況，並需要你作出一個切實的反應。新月出現在你那象徵希望與願景的第11宮內，但天王星與太陽和新月直接對沖，你可能不得不放棄你當前的計劃並去草擬新的。具體來說，就是你也許不得不推遲購買某件你非常想要的東西或有義務去支付的款項，因為你所面臨的狀況是自己當下無法將資金覆蓋一切債務。不過這是暫時的。出乎意料的消息將在11月的頭三週裡佔據首要地位，而到了11月19日是金牛座月食，這個強大的滿月月食發生在你那象徵真愛的第5宮裡，也許會將某段認真的約會關係帶到臨界點。除了11月頭兩週的混亂之外，某位朋友也許會對你說或者做些讓你無法忍受的事，暴露出你從未見識過的那一面，讓你想起來就不寒而慄希望永不再見。這個事件可能會導致你們友誼的破裂，永遠都回不去了。你會需要尋歡作樂和時間來放下這些，但你不得不將計劃推遲到下個月事態平靜點之後。幸運的是12月通常是一個慶祝之月。如果你計劃在11月旅行，那麼看看是否能將計劃更改下，到12月再出行。從2021年11月5日至2022年3月6日，金星都在摩羯座內，它將於12月19日至1月29日逆行。逆行期間不適合對你的外觀作出任何變動——不要打肉毒桿菌、注射填充物，不要找你的髮型師做新髮型，別嘗試新的妝容——總之你明白我意思——推遲到2月份再說。我覺得11月過於不可預測，因此可能無法預約到你的髮型師或皮膚科醫生。當然你可以買些新衣服穿，如果你需要的話。金星會在你的星座內逗留很長時間，從11月5日至2022年3月6日。這可太引人關注了！你也許不得不想辦法應付大受歡迎的局面。務必慶賀下本月你最浪漫的日子，那就是11月30日，彼時在摩羯座內的金星將收到來自象徵無私之愛的海王星發送的波動。顯然這會是一個迷人的夜晚。
2021|11|牡羊座|本月會有意想不到的，很多的改變出現是你們之前從未見過的。許多的討論都會開始和錢變得有關，而最讓人尷尬的事項會出現在11月4日的新月期間帶來很多的麻煩。新月發生在天蠍座13度，位於牡羊座代表他人錢財的第八宮，通常來說啊這個時間是很適合用來去進行，汗滴禾下，所以現在並不適合去進行任何的談判，事情會有劇情化的發展和變化。但可能也會有其他的收穫，這裡是一些例子，可以啟發你們的想像，你們可以假設你們想要獲得一個升值，這個雖然很快被通過了，但是最終卻被否認了，延期了或者是說他的利益被縮小了。還有一種可能是你們可能想看到自己在健康保險上面有覆蓋到相應的未來疾病的險種，於是你們確信不疑，也從來沒有再去打電話做進一步的確認，而當你們再一次的想到可能需要用到這個保險的時候，他們說這個病種並沒有被覆蓋入保險中去。因此在這樣的情況下，你們要知道一切都不可以想當然。可能你們從風險投資那邊得到了承諾說，會有一筆錢注入到你們新設立的公司當中去，但是這筆錢並沒有入帳，於是你們也很有可能被通知，永遠都收不到這筆錢，而僅僅是以一個藉口的敷衍了事。而問題就出在那些答應注資的風投並沒有到，但其實你們已經花費了一部分的費用用於公司的運作而現在不得不面對兩手空空的情況。不要在雞入籠之前就去數雞，尤其是在11月份的時候你們有好的點子，但我還是要強調，永遠不要出現大額的開銷。天王星現在和太陽是有非常精準的對沖相位，並且11月4號的新月也參與到了這場艱難的相位大戰當中去，但是與此同時你們還會有土星在和新月之間形成教導的關係，土星會迫使你們變得實際把情況看清楚以及發現到一絲真實的光芒，並且不要花時間在一些不公平的事情上面，費盡心力，而是要花時間去找出並修復真正的問題。土星目前正在代表希望和願望的是義工，所以你們可能需要延緩去購買一個大單，直到你們能夠找到解決的辦法。兩週以後，一個滿月的月食出現在了金牛座的27度那天是11月19日，對於相比一般的滿月來說，它有雙倍的能量，這一次的滿月會發生在你們的第二宮，代表個人的收入，這暗示著你們可能會聽到某種收入來源停滯，而另一種收入來源啟動的消息。11月16日，冥王星和太陽之間有比較好的夾角，同時還附帶上了滿月，暗示著你們在工作上將會獲得有力的支持，一位重要的老大對你們過去的表現印象非常的深刻。同時還會有金星停留在代表事業的榮譽成就獎勵的第十宮，這暗示著你們將會在高層管理人員同事下屬之間變得特別的受歡迎有人緣，金星會在11月18號從天王星那裡收穫一束金色的光芒，所以你們在職業生涯方面的消息都會比較突然。記得本月需要檢查一下自己的信用卡帳單和銀行帳戶，以確保沒有任何未經自己授權的，但是卻打著自己名號的錢財被匯出了。保護自己免受損失是11月的一個重要的主題，如果你們正在思考要離婚的話，那麼11月19號滿月月食以後，標誌著一段談話的結束，而這也意味著在最終的財產協議當中會達成一致，如果有人欠你們錢，你們最終會得到部分或者是全部的賠償。非常確定的是，你們需要不停的去敲打計算機，了解流程，但是可能也會一點幫助都沒有，從另外一個方面來說你們會精打細算，為來年的財務稅收情況做好準備。在愛情方面，本月並沒有多少好的星像是為歡樂和愛情準備的，本月你們會有更多的重點關注，在金錢和事業上面，請保持耐心，12月會有更多鬆弛的時間，讓你們有機會去享受到假期。
